state,unmet_need,se.unmet_need,year,country,pred,pred_upper,pred_lower
Africa:Senegal:Dakar,,,1990,,0.3439854926345602,0.4326406371004981,0.2660277250044154
Africa:Senegal:Dakar,,,1991,,0.3439954252214565,0.4224243802730389,0.2742173359815049
Africa:Senegal:Dakar,,,1992,,0.3440076891264281,0.4109432799900538,0.2836541337445964
Africa:Senegal:Dakar,0.3421052631578947,0.0303442927260459,1993,Senegal,0.3439623003463332,0.3967659494299545,0.2954887669800252
Africa:Senegal:Dakar,,,1994,,0.3459818992585928,0.4089762151645825,0.2890636122766323
Africa:Senegal:Dakar,,,1995,,0.3479219957134726,0.4181344190662953,0.285342022936184
Africa:Senegal:Dakar,,,1996,,0.3498595755900842,0.4254031328436031,0.2832678750279027
Africa:Senegal:Dakar,,,1997,,0.3517976855186751,0.4311188764978163,0.2824463926297751
Africa:Senegal:Dakar,,,1998,,0.35373761745525,0.4355123622173109,0.2827935645879516
Africa:Senegal:Dakar,,,1999,,0.3556803921023622,0.4386601230958822,0.2841523955954079
Africa:Senegal:Dakar,,,2000,,0.357629325191918,0.4405582317684763,0.2864936286950195
Africa:Senegal:Dakar,,,2001,,0.359587402195218,0.4411966605752802,0.2899018189140007
Africa:Senegal:Dakar,,,2002,,0.361556950795463,0.4404635770959151,0.2943415317739571
Africa:Senegal:Dakar,,,2003,,0.3635501747001374,0.4382149010687943,0.3000085014895287
Africa:Senegal:Dakar,,,2004,,0.3655841554606344,0.4340576414276745,0.3071987234196901
Africa:Senegal:Dakar,0.4034598216394649,0.045723407809855,2005,Senegal,0.3679799864285649,0.4272102393301091,0.3168882209800276
Africa:Senegal:Dakar,,,2006,,0.3608984422436624,0.4267707306714819,0.305014275365162
Africa:Senegal:Dakar,,,2007,,0.3542245915674929,0.4226586478718689,0.2965669111908582
Africa:Senegal:Dakar,,,2008,,0.3476370097895767,0.4156109260019615,0.2905990135233864
Africa:Senegal:Dakar,,,2009,,0.3411163812016037,0.4056593689772868,0.2870804529714107
Africa:Senegal:Dakar,0.470336934916067,0.0660248199705536,2010,Senegal,0.3346563747893132,0.3923033508737647,0.2867488926316787
Africa:Senegal:Dakar,,,2011,,0.3219020283375212,0.3786926464414959,0.2728827986188002
Africa:Senegal:Dakar,0.3029343377473845,0.0553186470781899,2012,Senegal,0.3097204509232256,0.3602731732745449,0.2641910081736907
Africa:Senegal:Dakar,,,2013,,0.2914781404502249,0.3428065344787925,0.2443867957139485
Africa:Senegal:Dakar,0.283678276013082,0.071544602495321,2014,Senegal,0.2740048605321078,0.3209312461014397,0.2297100658477926
Africa:Senegal:Dakar,0.2561265353916601,0.0562025128788282,2015,Senegal,0.2598941260706902,0.3057152310799546,0.2161521794444877
Africa:Senegal:Dakar,0.142434621613261,0.0593710145243507,2016,Senegal,0.2487976682437837,0.296189650384528,0.2032595167234676
Africa:Senegal:Dakar,0.1780071302668326,0.037776204236661,2017,Senegal,0.2380903529231161,0.2859331387879864,0.1923438988276959
