state,unmet_need,se.unmet_need,year,country,pred,pred_upper,pred_lower
Africa:Senegal:Dakar,,,1990,,0.1024287389398174,0.1883672445239261,0.0532601603274498
Africa:Senegal:Dakar,,,1991,,0.1021996007891203,0.1706867118543981,0.0593314230685386
Africa:Senegal:Dakar,,,1992,,0.1017403544100803,0.1501996125639293,0.0677173439297423
Africa:Senegal:Dakar,0.1,0.0099312326720092,1993,Senegal,0.1010572594312888,0.122059167939443,0.0833244321435331
Africa:Senegal:Dakar,,,1994,,0.1034385231523617,0.1494537726070781,0.0705301332283579
Africa:Senegal:Dakar,,,1995,,0.1056336051674546,0.1674114426876489,0.0651073498087491
Africa:Senegal:Dakar,,,1996,,0.1076288971171382,0.1807075882217532,0.0621748619203569
Africa:Senegal:Dakar,,,1997,,0.1094119044577584,0.1904405981241065,0.0606417410943626
Africa:Senegal:Dakar,,,1998,,0.1109710245724834,0.1970189164535955,0.0600899624837549
Africa:Senegal:Dakar,,,1999,,0.1122963209414495,0.2005979465939526,0.0603479117228494
Africa:Senegal:Dakar,,,2000,,0.1133797398680237,0.2011815543528387,0.0613792446701722
Africa:Senegal:Dakar,,,2001,,0.1142152578244469,0.1986436069743808,0.0632591018461931
Africa:Senegal:Dakar,,,2002,,0.114799022048653,0.1927019369956272,0.0662035355018795
Africa:Senegal:Dakar,,,2003,,0.1151293975704065,0.1827903162928959,0.0706902915720223
Africa:Senegal:Dakar,,,2004,,0.1152073296047319,0.1676322716417967,0.0778535580294243
Africa:Senegal:Dakar,0.1138203916360602,0.0135057881244578,2005,Senegal,0.1151865413901824,0.1427917302437577,0.0923560784149859
Africa:Senegal:Dakar,,,2006,,0.1170798353118705,0.1667728102636861,0.0811227888217952
Africa:Senegal:Dakar,,,2007,,0.1188930043380175,0.1787300833763099,0.0778614550755899
Africa:Senegal:Dakar,,,2008,,0.1204740308529603,0.1823487085871478,0.0785108110553042
Africa:Senegal:Dakar,,,2009,,0.1218294876992353,0.1775440031385663,0.0828819195942648
Africa:Senegal:Dakar,0.1395389497778077,0.0235964094629523,2010,Senegal,0.1231436291345211,0.1613912216508173,0.0934437277547022
Africa:Senegal:Dakar,,,2011,,0.1093040618857339,0.1514668991971555,0.0785433777476372
Africa:Senegal:Dakar,0.1023428315560265,0.0179544328457685,2012,Senegal,0.0968911897002461,0.126307638239131,0.0739924519652614
